,photoid,uid,unickname,datetaken,dateuploaded,capturedevice,title,description,usertags,machinetags,longitude,latitude,accuracy,pageurl,downloadurl,licensename,licenseurl,serverid,farmid,secret,secretoriginal,ext,marker
119,54158,36521983033@N01,wise,2002-06-10 12:06:45.0,1088271705,FUJIFILM+FinePix30i,sheldon%27s+lazy+saturday,rigor+mortis+impression,"cat,cats",,-122.615447,45.511222,16.0,http://www.flickr.com/photos/36521983033@N01/54158/,http://farm1.staticflickr.com/1/54158_f15a6f6aef.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,1,1,f15a6f6aef,f15a6f6aef,jpg,0
120,54159,36521983033@N01,wise,2002-06-10 12:08:36.0,1088271707,FUJIFILM+FinePix30i,sheldon%27s+lazy+saturday,you+must+know+the+way+of+the+lotus...,"cat,cats",,-122.615447,45.511222,16.0,http://www.flickr.com/photos/36521983033@N01/54159/,http://farm1.staticflickr.com/1/54159_9a959e9d0b.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,1,1,9a959e9d0b,9a959e9d0b,jpg,0
121,54751,44124356338@N01,J%2BB%3DUs,2004-06-27 15:43:00.0,1088376180,,in%2Fout,He+used+to+be+scared+of+the+noise+plastic+bags+made....,"2004,oliver",,,,,http://www.flickr.com/photos/44124356338@N01/54751/,http://farm1.staticflickr.com/1/54751_60bf8baa40.jpg,Attribution-NonCommercial License,http://creativecommons.org/licenses/by-nc/2.0/,1,1,60bf8baa40,60bf8baa40,jpg,0
122,54752,44124356338@N01,J%2BB%3DUs,2004-06-27 15:43:02.0,1088376182,,Oliver,Our+cat+who+used+to+be+scared+of+plastic+bags%21,oliver,,,,,http://www.flickr.com/photos/44124356338@N01/54752/,http://farm1.staticflickr.com/1/54752_bab31f2ce3.jpg,Attribution-NonCommercial License,http://creativecommons.org/licenses/by-nc/2.0/,1,1,bab31f2ce3,bab31f2ce3,jpg,0
123,54775,41894173046@N01,freddy,2004-06-27 11:46:43.0,1088378532,Minolta+Co.%2C+Ltd.+DiMAGE+X20,bike+move+4,Yes%2C+those+are+skis.,"bike,bikes",,,,,http://www.flickr.com/photos/41894173046@N01/54775/,http://farm1.staticflickr.com/1/54775_2302cb8a6c.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,1,1,2302cb8a6c,2302cb8a6c,jpg,0
124,55874,44124362080@N01,Diva+Sian,2004-06-28 17:44:45.0,1088507500,Canon+EOS+300D+DIGITAL,Fox+Glove,Taken+at+Cyfartha+Park%2C+Merthyr+Tydfil,"cyfarthfapark,digitalis,fiori,flower,fox,foxglove,glove,merthyr,merthyrtydfil,photo,uk,unfound,wales",,-3.380195,51.749319,16.0,http://www.flickr.com/photos/44124362080@N01/55874/,http://farm1.staticflickr.com/1/55874_0cbbdb0a08.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1,1,0cbbdb0a08,0cbbdb0a08,jpg,0
125,55935,35034354121@N01,Abu,2004-06-29 06:47:48.0,1088516868,,Walk,Someone+glued+shoes+to+this+Seattle+pedestrian+sign.,"sign,yellow",,,,,http://www.flickr.com/photos/35034354121@N01/55935/,http://farm1.staticflickr.com/1/55935_b9a74d7c99.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,1,1,b9a74d7c99,b9a74d7c99,jpg,0
126,55960,41894193522@N01,lore,2004-06-29 08:12:59.0,1088521979,,Antique+Car,There+are+lots+of+antique+cars+in+Virginia,"2004,antique,automobile,cameraphone,car,driving,unfound,vintage",,,,,http://www.flickr.com/photos/41894193522@N01/55960/,http://farm1.staticflickr.com/1/55960_71bad5e33e.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,1,1,71bad5e33e,71bad5e33e,jpg,0
127,56216,34427469121@N01,George,2004-03-27 20:13:33.0,1088547549,FUJIFILM+FinePix+S5000,TV,Hmm...+now+what+can+I+take+a+picture+of+so+my+%3Ca+href%3D%22http%3A%2F%2Fwww.flickr.com%2Fphotos%2Fgeorge%2Fcalendar%2F%22%3Ecalendar%3C%2Fa%3E+isn%27t+so+empty%3F%0D%0A%0D%0AThe+TV+is+crappy.,tv,,,,,http://www.flickr.com/photos/34427469121@N01/56216/,http://farm1.staticflickr.com/1/56216_4fe5ec7059.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1,1,4fe5ec7059,4fe5ec7059,jpg,0
128,56487,34427466731@N01,striatic,2004-06-26 18:08:34.0,1088567617,NIKON+E950,Woodview+Walk+-+Not+so+fast%2C+Erin%21,erin+thinks+that+this+photo+is+saying+that+she%27s+%22slow%22+..+she+does+walk+rather+slowly%2C+i+must+admit.,"canada,erin,erin+sneath,ontario,outdoor,photo,portrait,sign,unfound,vacation,woodview",,-78.126767,44.562198,16.0,http://www.flickr.com/photos/34427466731@N01/56487/,http://farm1.staticflickr.com/1/56487_8b0f660972.jpg,Attribution License,http://creativecommons.org/licenses/by/2.0/,1,1,8b0f660972,8b0f660972,jpg,0
129,56488,34427466731@N01,striatic,2004-06-26 18:15:10.0,1088567656,NIKON+E950,Woodview+Walk+-+Flowers,macro+focus.,"canada,flower,ontario,outdoor,photo,still+life,unfound,vacation,woodview",,-78.126767,44.562198,16.0,http://www.flickr.com/photos/34427466731@N01/56488/,http://farm1.staticflickr.com/1/56488_567259f7c4.jpg,Attribution License,http://creativecommons.org/licenses/by/2.0/,1,1,567259f7c4,567259f7c4,jpg,0
130,56489,34427466731@N01,striatic,2004-06-26 18:15:56.0,1088567685,NIKON+E950,Woodview+Walk+-+Flowers,julianb+stylz.+macro+focus.+now+all+i+have+to+do+is+make+my+entire+shoebox+look+like+this%2C+and+throw+in+some+austrian+dancing+boys.,"canada,flowers,ontario,outdoor,photo,still+life,unfound,vacation,woodview",,-78.126767,44.562198,16.0,http://www.flickr.com/photos/34427466731@N01/56489/,http://farm1.staticflickr.com/1/56489_a822f951bc.jpg,Attribution License,http://creativecommons.org/licenses/by/2.0/,1,1,a822f951bc,a822f951bc,jpg,0
131,56491,34427466731@N01,striatic,2004-06-26 18:18:47.0,1088567725,NIKON+E950,Woodview+Walk+-+Erin+with+a+Daisy,erin%2C+playing+to+the+camera.+*sigh*+whattacutie.,"canada,daisy,erin,erin+sneath,flower,ontario,outdoor,photo,portrait,unfound,vacation,woodview",,-78.126767,44.562198,16.0,http://www.flickr.com/photos/34427466731@N01/56491/,http://farm1.staticflickr.com/1/56491_75ab8c5646.jpg,Attribution License,http://creativecommons.org/licenses/by/2.0/,1,1,75ab8c5646,75ab8c5646,jpg,0
132,56497,34427466731@N01,striatic,2004-06-26 18:25:46.0,1088567766,NIKON+E950,Woodview+Walk+-+DragonFly,a+dragonfly+out+by+the+lake+..+macro+focus+with+flash+..+didn%27t+scare+it+off+either.,"animal,canada,dragonfly,insect,my+%27good%27+images,ontario,outdoor,photo,unfound,vacation,woodview",,-78.129387,44.562927,16.0,http://www.flickr.com/photos/34427466731@N01/56497/,http://farm1.staticflickr.com/1/56497_a41b4c387d.jpg,Attribution License,http://creativecommons.org/licenses/by/2.0/,1,1,a41b4c387d,a41b4c387d,jpg,0
133,56513,34427466731@N01,striatic,2004-06-26 18:20:47.0,1088568833,NIKON+E950,Woodview+Walk+-+Erin+and+I,erin+and+i%2C+out+on+a+walk+after+she+affixed+the+daisy+to+my+collar.,"canada,erin,erin+sneath,group,me,ontario,outdoor,photo,portrait,striatic,unfound,unhatted,vacation,woodview",,-78.126767,44.562198,16.0,http://www.flickr.com/photos/34427466731@N01/56513/,http://farm1.staticflickr.com/1/56513_45ada3b4c3.jpg,Attribution License,http://creativecommons.org/licenses/by/2.0/,1,1,45ada3b4c3,45ada3b4c3,jpg,0
134,56517,34427465504@N01,Trinity,2004-06-29 23:01:15.0,1088569581,FUJIFILM+FinePix+S5000,circle+of+roses+pillow,This+is+the+front+of+a+pillow+that+I%27m+making+for+my+sister.++This+is+the+first+time+that+I%27ve+attempted+such+a+project%2C+but+it+seems+to+be+going+well+enough.++It%27s+obviously+far+from+finished%2C+as+I+still+need+to+do+the+white+circles+that+go+all+around+the+roses+and+then+actually+make+it+into+a+pillow.,"2004,embroidery,photo,pillow,unfound",,-93.440796,38.760236,16.0,http://www.flickr.com/photos/34427465504@N01/56517/,http://farm1.staticflickr.com/1/56517_02b8cb972a.jpg,Attribution-ShareAlike License,http://creativecommons.org/licenses/by-sa/2.0/,1,1,02b8cb972a,02b8cb972a,jpg,0
135,56550,34427466731@N01,striatic,2004-06-29 21:59:45.0,1088571585,,Toronto+Skyline,certainly+not+manhattan.,"cameraphone,canada,keychain+camera,ontario,outdoor,photo,skyline,street,toronto,unfound",,,,,http://www.flickr.com/photos/34427466731@N01/56550/,http://farm1.staticflickr.com/1/56550_505776efa6.jpg,Attribution License,http://creativecommons.org/licenses/by/2.0/,1,1,505776efa6,505776efa6,jpg,0
136,56552,34427466731@N01,striatic,2004-06-29 22:00:02.0,1088571602,,The+World+Famous+%27Zanzibar%27,a+very+tacky%2C+very+golden+strip+joint.+yonge+street%2C+toronto.%0D%0A%0D%0Aeww.,"cameraphone,canada,keychain+camera,ontario,outdoor,photo,street,strip+club,tacky,toronto,unfound,zanzibar",,-79.381542,43.658112,16.0,http://www.flickr.com/photos/34427466731@N01/56552/,http://farm1.staticflickr.com/1/56552_d3323e0c0a.jpg,Attribution License,http://creativecommons.org/licenses/by/2.0/,1,1,d3323e0c0a,d3323e0c0a,jpg,0
137,56682,44124365236@N01,sean+sommerfeld,2004-06-05 21:32:36.0,1088578827,Canon+PowerShot+G5,iron+ring,mooring+ring+set+into+rock+which+is+billions+of+years+old.,"creek,driftwood,mooring,more,nlc,ring,sunset",,,,,http://www.flickr.com/photos/44124365236@N01/56682/,http://farm1.staticflickr.com/1/56682_708444f1d3.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,1,1,708444f1d3,708444f1d3,jpg,0
138,56683,44124365236@N01,sean+sommerfeld,2004-06-30 00:00:31.0,1088578831,EASTMAN+KODAK+COMPANY+KODAK+DC3800+DIGITAL+CAMERA,blairwitchtree,boo%21,"creek,driftwood,mooring,more,nlc,ring,sunset",,,,,http://www.flickr.com/photos/44124365236@N01/56683/,http://farm1.staticflickr.com/1/56683_d9c58fd061.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,1,1,d9c58fd061,d9c58fd061,jpg,0
139,56718,44124365236@N01,sean+sommerfeld,2001-07-01 14:41:06.0,1088580297,Canon+PowerShot+S10,raw+graffiti,since+painted+over.+N.B%3A+I+don%27t+do+the+painting%2C+I+just+take+pictures%21,"bleeding,graffiti%28since,over%29,painted,rust",,,,,http://www.flickr.com/photos/44124365236@N01/56718/,http://farm1.staticflickr.com/1/56718_58679a6b04.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,1,1,58679a6b04,58679a6b04,jpg,0
140,56757,44124366030@N01,uchuujin,2002-04-21 16:53:05.0,1088585540,OLYMPUS+OPTICAL+CO.%2CLTD+C920Z%2CD450Z,Cactus,Golden+Gate+Park%0ASan+Francisco,flower,,,,,http://www.flickr.com/photos/44124366030@N01/56757/,http://farm1.staticflickr.com/1/56757_d1ba627015.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,1,1,d1ba627015,d1ba627015,jpg,0
141,56759,44124306727@N01,Tim.Deering,2004-06-30 01:23:03.0,1088585591,Panasonic+DMC-LC33,arm-pod,Here+be+the+arm+soon+to+be+smashed.,"dr.+terrible,lego,space",,,,,http://www.flickr.com/photos/44124306727@N01/56759/,http://farm1.staticflickr.com/1/56759_95f4700e3d.jpg,Attribution-NonCommercial License,http://creativecommons.org/licenses/by-nc/2.0/,1,1,95f4700e3d,95f4700e3d,jpg,0
142,56821,44124365871@N01,alphadarius,1999-01-21 20:55:34.0,1088591148,FUJIFILM+MX-1200,us+at+Paya+Indah,Soulcare+Church+on+our+previous+outing%2C+to+Paya+Indah+Wetlands+%28it%27s+a+swamp+reserve%29.,"2004,bicycle,catherine+lye,charmaine,church,daniel,indah,ivan,june,lake,nanda,paya,seventh,soulcare,sunday,tree,wetlands,wifey,yin+ling",,,,,http://www.flickr.com/photos/44124365871@N01/56821/,http://farm1.staticflickr.com/1/56821_211411c789.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,1,1,211411c789,211411c789,jpg,0
143,56891,41894173182@N01,swgn,2002-10-20 13:03:05.0,1088597192,Canon+PowerShot+S45,Tokyo+Evolution,Spotted+in+Harajuku%2C+Tokyo,"automobile,tokyo,travel,yellow",,,,,http://www.flickr.com/photos/41894173182@N01/56891/,http://farm1.staticflickr.com/1/56891_e71b33a56a.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1,1,e71b33a56a,e71b33a56a,jpg,0
144,57018,44124367255@N01,Stef+Noble,2004-02-28 14:21:17.0,1088602714,NIKON+E4300,Sunny+Staircase,Fire+escape+stairs+in+sunlight.,"apartment,ithaca",,,,,http://www.flickr.com/photos/44124367255@N01/57018/,http://farm1.staticflickr.com/1/57018_238f97bc06.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1,1,238f97bc06,238f97bc06,jpg,0
145,57026,44124367255@N01,Stef+Noble,2003-10-11 18:31:57.0,1088602763,EASTMAN+KODAK+COMPANY+KODAK+DC280+ZOOM+DIGITAL+CAMERA,Oakwood+Bridge+-+Syracuse%2C+NY,Old+bridge+at+Oakwood.,"brown,oakwood,structures,syracuse,upstate+ny",,-76.141068,43.030156,14.0,http://www.flickr.com/photos/44124367255@N01/57026/,http://farm1.staticflickr.com/1/57026_749b4b3be5.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1,1,749b4b3be5,749b4b3be5,jpg,0
146,57118,44124367235@N01,Kevin+Lawver,2004-02-27 15:08:44.0,1088605829,EASTMAN+KODAK+COMPANY+KODAK+DX3500+DIGITAL+CAMERA,L%27Ermitage+Du+Riou,My+hotel+in+Mandelieu.+++They+have+the+best+restaurant+in+town%2C+and+it%27s+extremely+reasonable.%0A%0AI+ate+there+6+out+of+the+8+nights+I+was+there+that+trip%2C+and+had+baby+rabbit+wrapped+in+bacon+three+of+those+nights.++So+unbelievably+good.,"france,l%27ermitage+du+riou,la+napoule,mandelieu",,,,,http://www.flickr.com/photos/44124367235@N01/57118/,http://farm1.staticflickr.com/1/57118_5c8b9cb082.jpg,Attribution-ShareAlike License,http://creativecommons.org/licenses/by-sa/2.0/,1,1,5c8b9cb082,5c8b9cb082,jpg,0
147,57130,44124362019@N01,yoppy,2004-06-30 07:43:54.0,1088606634,,twins+of+mt.+Fuji,after+rain+in+early+summer+at+Shibuya%2C+Tokyo,"4moo,building",,,,,http://www.flickr.com/photos/44124362019@N01/57130/,http://farm1.staticflickr.com/1/57130_57833303ef.jpg,Attribution License,http://creativecommons.org/licenses/by/2.0/,1,1,57833303ef,57833303ef,jpg,0
148,57376,35237091648@N01,boogah,2004-06-30 12:00:00.0,1088622000,,dark+tangent+has+a+posse,this+is+only+funny+if+you%27ve+been+to+defcon.,"2003,defcon,funny,unfound",,,,,http://www.flickr.com/photos/35237091648@N01/57376/,http://farm1.staticflickr.com/1/57376_2c601fa761.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,1,1,2c601fa761,2c601fa761,jpg,0
149,57383,35237091648@N01,boogah,2004-06-10 21:01:23.0,1088622019,SONY+CYBERSHOT,departure+lounge,i+spend+a+lot+of+time+in+union+station.++the+whole+place+is+sort+of+romantic.++a+relic+of+a+byegone+era.,"2004,california,los+angeles,train,unfound",,,,,http://www.flickr.com/photos/35237091648@N01/57383/,http://farm1.staticflickr.com/1/57383_4d9d5f469b.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,1,1,4d9d5f469b,4d9d5f469b,jpg,0
150,57405,44124356053@N01,robholland,2004-06-29 16:44:11.0,1088622753,OLYMPUS+OPTICAL+CO.%2CLTD+C3030Z,How+%27bout,Athens%2C+GA+June+2004,"100,athens,dog,green",,,,,http://www.flickr.com/photos/44124356053@N01/57405/,http://farm1.staticflickr.com/1/57405_229102b190.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,1,1,229102b190,229102b190,jpg,0
151,57407,44124356053@N01,robholland,2004-06-29 16:49:35.0,1088622769,OLYMPUS+OPTICAL+CO.%2CLTD+C3030Z,Ribit,Athens%2C+GA+June+2004,"athens,frog,green",,,,,http://www.flickr.com/photos/44124356053@N01/57407/,http://farm1.staticflickr.com/1/57407_e7b34eaf5d.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,1,1,e7b34eaf5d,e7b34eaf5d,jpg,0
152,57528,44124370389@N01,Dan+Lantner,2004-06-12 21:01:20.0,1088629870,Canon+PowerShot+A80,3+Bridges,From+the+riverboat+on+the+Mighty+Mississippi.+MIssouri+to+the+left%2C+___+to+the+right.,"places,saintlouis",,,,,http://www.flickr.com/photos/44124370389@N01/57528/,http://farm1.staticflickr.com/1/57528_c627fdf41d.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1,1,c627fdf41d,c627fdf41d,jpg,0
153,57530,44124370389@N01,Dan+Lantner,2004-06-12 19:38:57.0,1088629900,Canon+PowerShot+A80,Below+the+Arch,I%27m+standing+on+the+ground...,"places,saintlouis",,,,,http://www.flickr.com/photos/44124370389@N01/57530/,http://farm1.staticflickr.com/1/57530_3f9125538c.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1,1,3f9125538c,3f9125538c,jpg,0
154,57577,36521983033@N01,wise,2001-07-24 12:29:23.0,1088632781,FUJIFILM+FinePix30i,st+johns+repair+stop,one+of+the+rest+stops+was+underneath+the+st.+john%27s+bridge%2C+closed+for+repair+at+the+time.,"2003,bike,bikes,bridgepedal,oregon,portland",,-122.76005,45.586953,16.0,http://www.flickr.com/photos/36521983033@N01/57577/,http://farm1.staticflickr.com/1/57577_1cce0c897c.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,1,1,1cce0c897c,1cce0c897c,jpg,0
155,57784,35034364763@N01,Tolka+Rover,2004-06-30 17:37:26.0,1088642246,,Meissener+Obsbr%C3%A4nde,When+I+asked+for+a+drink+typical+of+the+region+I+got+served+Meissener+Obsbr%C3%A4nde+at+our+Leipzig+hotel+while+I+used+the+WiFi+in+the+hotel+bar.++It+was+excellent.++I+was+hoping+I+would+find+it+again+later%2C+but+a+Google+search+reveals+nothing.+%28%3Ca+href%3D%22http%3A%2F%2Fwww.geobloggers.com%3FiPhotoID%3D57784%26lat%3D51.344686%26lon%3D12.375613%22%3Egeoblogged%3C%2Fa%3E%29+%5B1stIsLeipzigDrink%5D,"6820,berlinandireland,byeamonnobrienstrain,bytolkarover,eobrain,germany,highlights,interesting,leipzig,popular",,12.375613,51.344686,16.0,http://www.flickr.com/photos/35034364763@N01/57784/,http://farm1.staticflickr.com/1/57784_df1997ae5c.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,1,1,df1997ae5c,df1997ae5c,jpg,0
156,57786,35034364763@N01,Tolka+Rover,2004-06-30 17:37:30.0,1088642250,,If+Pigs+Could+Fly,Outside+Dublin+airport%2C+a+pig+with+wings.+%5B%3Ca+href%3D%22http%3A%2F%2Fwww.geobloggers.com%2F%3FiPhotoID%3D57786%26lat%3D53.427621%26lon%3D-6.243116%22%3Egeoblogged%3C%2Fa%3E%5D%5BDublinAirportPig%5D,"6820,berlinandireland,byeamonnobrienstrain,bytolkarover,dublin,eobrain,highlights,interesting,ireland,popular",,-6.243116,53.427621,16.0,http://www.flickr.com/photos/35034364763@N01/57786/,http://farm1.staticflickr.com/1/57786_5febc4d5a1.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,1,1,5febc4d5a1,5febc4d5a1,jpg,0
157,57824,35034364763@N01,Tolka+Rover,2004-06-30 17:38:35.0,1088642315,,The+Dublin+Spike,%5BImage043%5D,"6820,berlinandireland,byeamonnobrienstrain,bytolkarover,dublin,eobrain,highlights,interesting,phone,popular,spike,spire",,-6.260302,53.349788,16.0,http://www.flickr.com/photos/35034364763@N01/57824/,http://farm1.staticflickr.com/1/57824_ccecc5640f.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,1,1,ccecc5640f,ccecc5640f,jpg,0
158,57832,34427469121@N01,George,2004-06-30 16:13:15.0,1088642375,FUJIFILM+FinePix+S5000,Take+1,There+was+a+crash+on+the+very+first+lap%2C+on+the+very+first+corner.,"bike+race,vancouver",,,,,http://www.flickr.com/photos/34427469121@N01/57832/,http://farm1.staticflickr.com/1/57832_24d7ab5720.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1,1,24d7ab5720,24d7ab5720,jpg,0
159,57834,34427469121@N01,George,2004-06-30 16:17:22.0,1088642384,FUJIFILM+FinePix+S5000,Waiting,The+kids+had+to+start+all+over+again.,"bike+race,vancouver",,-123.121472,49.275781,16.0,http://www.flickr.com/photos/34427469121@N01/57834/,http://farm1.staticflickr.com/1/57834_cd31559669.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1,1,cd31559669,cd31559669,jpg,0
160,57836,34427469121@N01,George,2004-06-30 16:20:34.0,1088642401,FUJIFILM+FinePix+S5000,iamvolunteercal.com,Cal+chose+just+the+right+shade+to+blend+in.,"bike+race,cal,vancouver,vpl",,-123.121408,49.276064,16.0,http://www.flickr.com/photos/34427469121@N01/57836/,http://farm1.staticflickr.com/1/57836_5429354100.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1,1,5429354100,5429354100,jpg,0
161,57842,34427469121@N01,George,2004-06-30 16:25:08.0,1088642892,FUJIFILM+FinePix+S5000,Not+quite+the+leader,But%2C+he+was+definitely+not+coming+last.,"bike+race,vancouver",,-123.121526,49.27632,16.0,http://www.flickr.com/photos/34427469121@N01/57842/,http://farm1.staticflickr.com/1/57842_5429354100.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1,1,5429354100,5429354100,jpg,0
162,57845,34427469121@N01,George,2004-06-30 16:29:37.0,1088642918,FUJIFILM+FinePix+S5000,248%21,But+he%27s+last+now.+And+his+bike+was+creaky.,"bike+race,vancouver",,-123.121569,49.276176,16.0,http://www.flickr.com/photos/34427469121@N01/57845/,http://farm1.staticflickr.com/1/57845_6e081b7320.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1,1,6e081b7320,6e081b7320,jpg,0
163,57846,34427469121@N01,George,2004-06-30 16:31:46.0,1088642926,FUJIFILM+FinePix+S5000,The+peloton.,Or+sort+of+a+peloton...+a+spread++out+one.,"bike+race,vancouver",,-123.121526,49.27632,16.0,http://www.flickr.com/photos/34427469121@N01/57846/,http://farm1.staticflickr.com/1/57846_e794458068.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1,1,e794458068,e794458068,jpg,0
164,58009,44124372363@N01,swanksalot,1993-09-01 00:00:00.0,1088654662,,Moby+Octopad,Moby+Octopad%2C+with+purpled+sky.+Somewhere+on+the+north+side+of+Lake+Erie%2C+driving+back+to+Illinois+on+Highway+17.+35+mm%2C+scanned+into+PhotoCD+back+in+1993.+Added+the+octopus+thingy+and+the+purple+sky+a+few+years+later.+Sort+of+half-assed%2C+b%2Fc+I+never+finished%2C+but+oh+well.%0A%0AApproximate%3A%0A%3Ca+href%3D%22http%3A%2F%2Fwww.geobloggers.com%22%3EGeoTagged%3C%2Fa%3E,"bridge,canada,moby_octopad,octopus,ontario,ontario+bridge,photoshop,purple,seth+anderson,swanksalot",,-81.175231,43.124542,9.0,http://www.flickr.com/photos/44124372363@N01/58009/,http://farm1.staticflickr.com/1/58009_509823a1db.jpg,Attribution-ShareAlike License,http://creativecommons.org/licenses/by-sa/2.0/,1,1,509823a1db,509823a1db,jpg,0
165,58097,34427466731@N01,striatic,2004-06-29 01:33:01.0,1088658662,NIKON+E950,Erin%27s+Recorder+-+Closed,When+erin+recieved+this+birch+recorder+case+when+she+was+younger%2C+the+wood+was+seamless+and+she+couldn%27t+tell+it+had+anything+in.+she+only+found+out+it+was+a+case+when+Erin%27s+dad+told+her+that+it+was+on+her+birthday.,"canada,carving,fred+sneath,indoor,m5b1g7,musical+instrument,ontario,photo,recorder,still+life,toronto,unfound",,-79.3772,43.6603,16.0,http://www.flickr.com/photos/34427466731@N01/58097/,http://farm1.staticflickr.com/1/58097_34bd1414bf.jpg,Attribution License,http://creativecommons.org/licenses/by/2.0/,1,1,34bd1414bf,34bd1414bf,jpg,0
166,58098,34427466731@N01,striatic,2004-06-29 01:33:28.0,1088658697,NIKON+E950,Erin%27s+Recorder+-+Open,Erin%27s+Dad+turned+the+wood+for+the+recorder.+It+was+turned+from+Red+Cedar%3B+a+softwood+gives+the+sound+a+unique+quality.+%0D%0A%0D%0AThe+Red+Cedar+tree+that+provided+the+wood+was+planted+by+erin%27s+grandmother%2C+and+had+to+be+cut+down+when+they+built+the+new+house+on+the+family+property.+%0D%0A%0D%0ARather+than+discard+the+tree%2C+Erin%27s+Dad+made+this+recorder.,"canada,carving,fred+sneath,indoor,m5b1g7,music,musical+instrument,ontario,photo,recorder,still+life,toronto,unfound",,-79.3772,43.6603,16.0,http://www.flickr.com/photos/34427466731@N01/58098/,http://farm1.staticflickr.com/1/58098_f36aaf363c.jpg,Attribution License,http://creativecommons.org/licenses/by/2.0/,1,1,f36aaf363c,f36aaf363c,jpg,0
167,58167,44124372821@N01,Bibi,2004-01-25 15:58:54.0,1088661689,Canon+PowerShot+S300,Taking+a+picture,Just+me%2C+taking+a+picture,"bibi,black,camera,nikon,photo,this_one",,-46.81549,-23.492374,11.0,http://www.flickr.com/photos/44124372821@N01/58167/,http://farm1.staticflickr.com/1/58167_b8a456c9c7.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1,1,b8a456c9c7,b8a456c9c7,jpg,0
168,58170,44124372821@N01,Bibi,2004-04-21 20:32:02.0,1088661896,FUJIFILM+FinePix+S7000,Rousseau+and+Bibi,Me+with+Rousseau+the+fluffy+cat+in+my+arms,"bibi,blue,cat,cinza,grey,gris,rousseau,woman",,-46.636791,-23.62061,16.0,http://www.flickr.com/photos/44124372821@N01/58170/,http://farm1.staticflickr.com/1/58170_f7b4c08feb.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1,1,f7b4c08feb,f7b4c08feb,jpg,0
